types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Bodybuilder109862845,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Larry_Powers,Larry Powers,3,5,0.99998804035942,0.0,0,148,== Discography == | === Remixes ===
